commit_id,commit_role,repo_url,project,dataset_source,num_lines_added,num_lines_deleted,churn
04c9b00ba83594a29813d6b1fb8fdc93a3915174,VFC,https://github.com/torvalds/linux,linux,ICVul,0,1,1
04d4fbca1017c11381e7d82acea21dd741e748bc,VFC,https://github.com/torvalds/linux,linux,ICVul,1,0,1
04dbf08bff4d61948bab80c3f9096ecc60c7f302,VFC,https://github.com/gpac/gpac,gpac,ICVul,1,0,1
04edfa82c1f3fa2bc3621ccdad2f93bdbf00e4f9,VFC,https://github.com/radareorg/radare2,radare2,ICVul,360,258,618
04f2d32871bb3b11d7dc024039952f2fe2750306,VFC,https://github.com/acassen/keepalived,keepalived,ICVul,63,23,86
04f5866e41fb70690e28397487d8bd8eea7d712a,VFC,https://github.com/torvalds/linux,linux,ICVul,57,1,58
050fad7c4534c13c8eb1d9c2ba66012e014773cb,VFC,https://github.com/torvalds/linux,linux,ICVul,84,27,111
051ae669e4505abbe05165bebf6be7922de11f41,VFC,https://github.com/torvalds/linux,linux,ICVul,12,2,14
053e67e3ec81cc9268ce30eaf0d6663d8639ed1e,VFC,https://github.com/VirusTotal/yara,yara,ICVul,115,14,129
0558f33c06bb910e2879e355192227a8e8f0219d,VFC,https://github.com/torvalds/linux,linux,ICVul,27,22,49
055e547478a11a6360c7ce05e2afc3e366968a12,VFC,https://github.com/torvalds/linux,linux,ICVul,7,0,7
056ad39ee9253873522f6469c3364964a322912b,VFC,https://github.com/torvalds/linux,linux,ICVul,8,1,9
0575b640091680cfb70f4dd93e70658de43b94f9,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,2,1,3
057b8945f78f76d0b04eeb5c27cd9225e5e7ad86,VFC,https://github.com/torvalds/linux,linux,ICVul,1,1,2
05a974efa4bdf6e2a150e3f27dc6fcf0a9ad5655,VFC,https://github.com/torvalds/linux,linux,ICVul,27,4,31
05beb69ba60acce09f73ed491bb76f332849c3a0,VFC,https://github.com/Matroska-Org/libebml,libebml,ICVul,7,1,8
05caadc7eedbef471ac9610809ba683f0c698700,VFC,https://github.com/libarchive/libarchive,libarchive,ICVul,6,0,6
05cbebd3c6bb8f517a158b0155debb8df79017ff,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,4,0,4
05cd9ea2290d23931f615c1b004d4b2e69074e27,VFC,https://github.com/FreeRDP/FreeRDP,FreeRDP,ICVul,5,4,9
05e28490873a861379c943bf616614b78b558b89,VFC,https://github.com/CendioOssman/tigervnc,tigervnc,ICVul,12,0,12
0600ebe59c3e82cd012def77ca9ca1918da74a71,VFC,https://github.com/facebook/proxygen,proxygen,ICVul,8,0,8
061e7371a944588f231cb1b66d6fb070b646e376,VFC,https://github.com/the-tcpdump-group/tcpdump,tcpdump,ICVul,2,2,4
0625b4ba1a5d4703c7fb01c497bd6c156908af00,VFC,https://github.com/torvalds/linux,linux,ICVul,1,1,2
0641e56be1af003aa02c7c6b0184466540637233,VFC,https://github.com/file/file,file,ICVul,5,1,6
0657c83d08845cc434175934c642299de2c0f042,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,1,1,2
068b963bb7afc57f5bdd723de0dd15e7795d5822,VFC,https://github.com/openssl/openssl,openssl,ICVul,6,4,10
06bd3c36a733ac27962fea7d6f47168841376824,VFC,https://github.com/torvalds/linux,linux,ICVul,15,9,24
06c8173eb92bbfc03a0fe8bb64315857d0badd06,VFC,https://github.com/torvalds/linux,linux,ICVul,11,17,28
06d1dc3fa96a2ba5a3e22735a033012aadc9f0d6,VFC,https://github.com/openssl/openssl,openssl,ICVul,53,25,78
06deeec77a5a689cc94b21a8a91a76e42176685d,VFC,https://github.com/torvalds/linux,linux,ICVul,8,32,40
06eaec767e376bfdb883d912cb15e987ddf2bda1,VFC,https://github.com/facebook/hermes,hermes,ICVul,18,11,29
06eeacb6fe029804f296b065b3ce91e796e1cd0e,VFC,https://github.com/systemd/systemd,systemd,ICVul,2,1,3
070ef6f138956d9ea9612e69586152339dbefe51,VFC,https://github.com/dbry/WavPack,WavPack,ICVul,5,0,5
0720a06a7518c9d0c0125bd5d1f3b6264c55c3dd,VFC,https://github.com/torvalds/linux,linux,ICVul,44,17,61
072684e8c58d17e853f8e8b9f6d9ce2e58d2b036,VFC,https://github.com/torvalds/linux,linux,ICVul,3,3,6
073931017b49d9458aa351605b43a7e34598caef,VFC,https://github.com/torvalds/linux,linux,ICVul,89,102,191
073c516ff73557a8f7315066856c04b50383ac34,VFC,https://github.com/torvalds/linux,linux,ICVul,1,0,1
073d0552ead5bfc7a3a9c01de590e924f11b5dd2,VFC,https://github.com/torvalds/linux,linux,ICVul,36,5,41
0753bf6d867343a80a044bf47a27d0b7accc8bf1,VFC,https://github.com/gpac/gpac,gpac,ICVul,5,1,6
07678eca2cf9c9a18584e546c2b2a0d0c9a3150c,VFC,https://github.com/torvalds/linux,linux,ICVul,11,7,18
076b807be472630692c5348c60d0c2b7b28ad437,VFC,https://github.com/systemd/systemd,systemd,ICVul,31,6,37
0773bb9303d24473fe1185d85a424dfe159aff53,VFC,https://github.com/FreeRDP/FreeRDP,FreeRDP,ICVul,7,3,10
077be98d8c8a9847e4ae0c7dc09e7474cbe27db2,VFC,https://github.com/roehling/postsrsd,postsrsd,ICVul,33,23,56
07908124838afcc99c577d1d3e84cef2dbd39cb7,VFC,https://github.com/dosfstools/dosfstools,dosfstools,ICVul,1,1,2
07a1c2a3e5845901f7e2eda9506695be58edc73c,VFC,https://github.com/electron/electron,electron,ICVul,27,11,38
07b43bc8aa1ffebd9b68d60624c9610cf7e460c7,VFC,https://github.com/rizinorg/rizin,rizin,ICVul,5,2,7
07d86ca93db7e5cdf4743564d98292042ec21af7,VFC,https://github.com/torvalds/linux,linux,ICVul,0,1,1
07dbcc3d9644b18e05c1776db2a57fe04d780965,VFC,https://github.com/weidai11/cryptopp,cryptopp,ICVul,14,4,18
07f12b26e21ab359261bf75cfcb424fdc7daeb6d,VFC,https://github.com/torvalds/linux,linux,ICVul,1,0,1
07f4d9d74a04aa7c72c5dae0ef97565f28f17b92,VFC,https://github.com/torvalds/linux,linux,ICVul,28,6,34
0837e3242c73566fc1c0196b4ec61779c25ffc93,VFC,https://github.com/torvalds/linux,linux,ICVul,24,1,25
083f5ffdee661f61512909d16f9a5b98cff3cf0b,VFC,https://github.com/facebook/hhvm,hhvm,ICVul,2,2,4
0840b13612a0b7ef1ce7441cf811dcfc6b463fba,VFC,https://github.com/SpiderLabs/ModSecurity,ModSecurity,ICVul,1,0,1
088aaf17aa79300cab14dbee2569c58cfafd7d6e,VFC,https://github.com/torvalds/linux,linux,ICVul,2,2,4
089bc0143f489bd3a4578bdff5f4ca68fb26f341,VFC,https://github.com/torvalds/linux,linux,ICVul,17,31,48
08aec2b4dfd7f709b6e3d511411ffcc83ed4efbe,VFC,https://github.com/zchunk/zchunk,zchunk,ICVul,30,1,31
08b8e18643d6dcde00890733b270ff8d9960c56c,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,13,1,14
08c642c09c38a9c6454ab43a9b53b2a89b9eef99,VFC,https://github.com/krb5/krb5,krb5,ICVul,1,0,1
08d7b00c0a5a20926363849f611729f53f3ec022,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,1,1,2
08dff7b7d629807dbb1f398c68dd9cd58dd657a1,VFC,https://github.com/torvalds/linux,linux,ICVul,8,7,15
08e50cf071847323414df0835109b6f3560d44f5,VFC,https://github.com/torvalds/linux,linux,ICVul,2,2,4
091835377369c8fd5917d9b87acffa721ad2a168,VFC,https://github.com/facebook/hermes,hermes,ICVul,23,8,31
091b153f294b9b695b0b2831e65936438b550d7b,VFC,https://github.com/aircrack-ng/aircrack-ng,aircrack-ng,ICVul,2,0,2
0926f91083f34d047abc74f1ca4fa6a9c161f7db,VFC,https://github.com/torvalds/linux,linux,ICVul,11,0,11
0927ed3ae99444e7b47b84e43118deb10fe37529,VFC,https://github.com/radareorg/radare2,radare2,ICVul,9,5,14
092904b80edbc4dce315684a59cc3184c45c1b70,VFC,https://github.com/gpac/gpac,gpac,ICVul,1,2,3
093019cf1b18dd31b2c3b77acce4e000e2cbc9ce,VFC,https://github.com/torvalds/linux,linux,ICVul,1,1,2
096cdc6f52225835ff503f987a0d68ef770bb78e,VFC,https://github.com/torvalds/linux,linux,ICVul,7,1,8
09b9d4f1994a674c4ec85b4947aa656eda1aed8a,VFC,https://github.com/FreeRDP/FreeRDP,FreeRDP,ICVul,9,1,10
09ba3bc9dd150457c506e4661380a6183af651c1,VFC,https://github.com/torvalds/linux,linux,ICVul,42,44,86
09ccfd238e5a0e670d8178cf50180ea81ae09ae1,VFC,https://github.com/torvalds/linux,linux,ICVul,6,0,6
09e8fc02f59f16e2583b34fe1a270c238bd9ffec,VFC,https://github.com/LibVNC/libvncserver,libvncserver,ICVul,6,1,7
0a0b98734479aa5b3c671d5190e86273372cab95,VFC,https://github.com/torvalds/linux,linux,ICVul,1,0,1
0a1d52994d440e21def1c2174932410b4f2a98a1,VFC,https://github.com/torvalds/linux,linux,ICVul,3,4,7
0a365c029e437be0349c31f8d4c9926b69fa3fa1,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,3,0,3
0a515a06c5ebfa46fee3ac519e418f801e718da4,VFC,https://github.com/torvalds/linux,linux,ICVul,5,0,5
0a543725ccdd2a01669122ce79bb67e66ede77f2,VFC,https://github.com/openbsd/src,src,ICVul,9,3,12
0a54917c3fc295cb61f3fb52373c173fd3b69f48,VFC,https://github.com/torvalds/linux,linux,ICVul,2,2,4
0a557045476a2969c7079aec9eeb29d02f2809c6,VFC,https://github.com/radareorg/radare2,radare2,ICVul,10,3,13
0a6427eec82ef2978995e453de2dc0d6224dd46c,VFC,https://github.com/julianhille/MuhammaraJS,MuhammaraJS,ICVul,15,7,22
0a709e2a10b8288a0cc383547924ecfe285cef89,VFC,https://github.com/FFmpeg/FFmpeg,FFmpeg,ICVul,7,5,12
0a7619875bf79877907205f6bee08465b89ff10b,VFC,https://github.com/espruino/Espruino,Espruino,ICVul,13,16,29
0a85029d694f992f3631e2f249e4999daee15cbf,VFC,https://github.com/gpac/gpac,gpac,ICVul,3,1,4
0a98c450c58ec150e44781c89aa6f8e7e0f571f5,VFC,https://github.com/FreeRDP/FreeRDP,FreeRDP,ICVul,12,0,12
0a9ab9bdb3e891762553f667066190c1d22ad62b,VFC,https://github.com/torvalds/linux,linux,ICVul,1,1,2
0aaaae6eca5a7175a193696383f582f53adab23f,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,22,7,29
0ab290774f91a23bebe30a358fde4e53ab4876a0,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,1,0,1
0b0ef9344255ff5acfac6b7af09198ac9c9756c8,VFC,https://github.com/kyz/libmspack,libmspack,ICVul,135,13,148
0b0f7abfb37350794a4b8960fafc292cd5d1b84d,VFC,https://github.com/openssl/openssl,openssl,ICVul,7,1,8
0b1e0b3f7b44233f84e5c9f512f8c90d6bbbe33d,VFC,https://github.com/saitoha/libsixel,libsixel,ICVul,29,0,29
0b29669c065f60501e7289e1950fa2a618962358,VFC,https://github.com/torvalds/linux,linux,ICVul,3,3,6
0b661e0aa61850234b64394585cf577aac570bf4,VFC,https://github.com/the-tcpdump-group/tcpdump,tcpdump,ICVul,8,1,9
0b760113a3a155269a3fba93a409c640031dd68f,VFC,https://github.com/torvalds/linux,linux,ICVul,13,2,15
0b79459b482e85cb7426aa7da683a9f2c97aeae1,VFC,https://github.com/torvalds/linux,linux,ICVul,22,29,51
0b932d4b926d46ac5060f02617330dc444e06da1,VFC,https://github.com/389ds/389-ds-base,389-ds-base,ICVul,311,114,425
0b973e28166636e0ff1fad80baa0385c9c09c53a,VFC,https://github.com/radare/radare2,radare2,ICVul,2,2,4
0bb709491baffd69f4f861802f00cf60c77cc2cd,VFC,https://github.com/hyprwm/xdg-desktop-portal-hyprland,xdg-desktop-portal-hyprland,ICVul,36,24,60
0befd1f3745055c32940f5faf9559be6a14395e6,VFC,https://github.com/openvswitch/ovs,ovs,ICVul,1,1,2
0bf90d944313919eb8e63d3588bf63a367f020a3,VFC,https://github.com/redis/redis,redis,ICVul,58,22,80
0bfb970f43acd1e81d11be1154805f86655f15d5,VFC,https://github.com/php/php-src,php-src,ICVul,29,1,30
0bfc96cb77224736dfa35c3c555d37b3646ef35e,VFC,https://github.com/torvalds/linux,linux,ICVul,55,2,57
0c18f29aae7ce3dadd26d8ee3505d07cc982df75,VFC,https://github.com/torvalds/linux,linux,ICVul,9,5,14
0c319d3a144d4b8f1ea2047fd614d2149b68f889,VFC,https://github.com/torvalds/linux,linux,ICVul,3,0,3
0c4120fffa3dffe97b95c486a120eded82afe8a6,VFC,https://github.com/enferex/pdfresurrect,pdfresurrect,ICVul,34,22,56
0c5b1e430a83ef793a7334bbbee408cf3c628699,VFC,https://github.com/ImageMagick/ImageMagick,ImageMagick,ICVul,8,6,14
0c8a2a2cd1056b7dc403eacb5d2c0eec6ce47c6f,VFC,https://github.com/php/php-src,php-src,ICVul,1,1,2
0cb1b8a434b599b8d636db029aadb757c24e39d6,VFC,https://github.com/the-tcpdump-group/tcpdump,tcpdump,ICVul,12,9,21
0cc38aaa4064fd9e79101994ce9872c6d91f816b,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,12,0,12
0cdfa9e6f0915e3d243e2393bfa8a22e12d553b0,VFC,https://github.com/torvalds/linux,linux,ICVul,16,6,22
0cf1400c61850065de590d403f6d49e32882fd76,VFC,https://github.com/LibVNC/libvncserver,libvncserver,ICVul,4,3,7
0d0138ebe24b94065580bd2601f8bb7eb6152f56,VFC,https://github.com/torvalds/linux,linux,ICVul,3,0,3
0d0e57697f162da4aa218b5feafe614fb666db07,VFC,https://github.com/torvalds/linux,linux,ICVul,16,5,21
0d45ea1ca641b21b73bcf9c00e0179cda284e7e7,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,1,0,1
0d4837fdb796f99369cf7691d33de1b856bcaf1f,VFC,https://github.com/torvalds/linux,linux,ICVul,2,1,3
0d62e9dd6da45bbf0f33a8617afc5fe774c8f45f,VFC,https://github.com/torvalds/linux,linux,ICVul,2,3,5
0d79670a28c0ab049af08613621aa0c267f977e9,VFC,https://github.com/FreeRDP/FreeRDP,FreeRDP,ICVul,4,0,4
0da8b8b801f9276359262f1ef8274c7812d3dfda,VFC,https://github.com/php/php-src,php-src,ICVul,27,23,50
0da9dfdd2cd9889201bc6f6f43580c99165cd087,VFC,https://github.com/torvalds/linux,linux,ICVul,1,1,2
0dbd5a8797ed4bd18e8b883988fb62177eb0f73f,VFC,https://github.com/mysql/mysql-server,mysql-server,ICVul,42,24,66
0ddab26a542c74770317b622e985c52430092ba5,VFC,https://github.com/michaelrsweet/htmldoc,htmldoc,ICVul,19,4,23
0ddcff49b672239dda94d70d0fcf50317a9f4b51,VFC,https://github.com/torvalds/linux,linux,ICVul,3,1,4
0e033e04c2678dbbe74a46b23fffb7bb918c288e,VFC,https://github.com/torvalds/linux,linux,ICVul,1,1,2
0e5cc9a40ada6046e6bc3bdfcd0c0d7e4b706b14,VFC,https://github.com/torvalds/linux,linux,ICVul,48,20,68
0e62395da2bd5166d7c9e14cbc7503b256a34cb0,VFC,https://github.com/torvalds/linux,linux,ICVul,3,1,4
0e9a9a1ad619e7e987815d20262d36a2f95717ca,VFC,https://github.com/torvalds/linux,linux,ICVul,2,1,3
0ea1ec713f04bdfac343c9702b21cd3a7c711826,VFC,https://github.com/torvalds/linux,linux,ICVul,2,2,4
0ed26acce328ec16a3aa635f1ca37365e8c7403a,VFC,https://github.com/openssl/openssl,openssl,ICVul,2,3,5
0efd112bb62f566877750ad62ee828bff579b4e2,VFC,https://github.com/babelouest/glewlwyd,glewlwyd,ICVul,8,1,9
0f075ec8ecb5e43f8fdca5182f8cca4703da0404,VFC,https://github.com/libexpat/libexpat,libexpat,ICVul,53,46,99
0f0b080ecde4d3dfec158d6f60da34d5e31693c4,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,40,26,66
0f22072ab50cac7983f9660d33974b45184da4f9,VFC,https://github.com/torvalds/linux,linux,ICVul,1,1,2
0f2af21aae11972fa924374ddcf52e88347cf5a8,VFC,https://github.com/torvalds/linux,linux,ICVul,19,12,31
0f2d7e784a256b54b2385043438848047bc2a629,VFC,https://github.com/libuv/libuv,libuv,ICVul,7,2,9
0f2ff82e11c86c05d051cae32b58226392d33bbf,VFC,https://github.com/torvalds/linux,linux,ICVul,2,1,3
0f4f199443faca715523b0659aa536251d8b978f,VFC,https://github.com/torvalds/linux,linux,ICVul,25,11,36
0f7f61ed1b7b697e283e37bd2d731d0bd57adb55,VFC,https://github.com/kkos/oniguruma,oniguruma,ICVul,3,3,6
0f886ca12765d20124bd06291c82951fd49a33be,VFC,https://github.com/torvalds/linux,linux,ICVul,6,0,6
0f8a103469ce87d2b8d68c5130a46ddb7fb5eb29,VFC,https://github.com/the-tcpdump-group/libpcap,libpcap,ICVul,8,1,9
0f8cf3b8497dc45c010c44ed9e96518e11e19fc3,VFC,https://github.com/php/php-src,php-src,ICVul,9,3,12
0f931751fb20f565c4e94aa6df58d54a003cdb30,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,12,0,12
0fa3ecd87848c9c93c2c828ef4c3a8ca36ce46c7,VFC,https://github.com/torvalds/linux,linux,ICVul,6,0,6
0fc24fe2564736689859e7edfa177a86dac36bf9,VFC,https://github.com/SerenityOS/serenity,serenity,ICVul,4,4,8
1007b98f8795ad4bea6bc5f68a32d83e982fdae4,VFC,https://github.com/ImageMagick/ImageMagick6,ImageMagick6,ICVul,1,1,2
102bb6ebf20f9174130c85c3b052ae104e5073ec,VFC,https://github.com/krb5/krb5,krb5,ICVul,9,4,13
103b171d8fc282ef435f8de9afbf7782e312961f,VFC,https://github.com/openssl/openssl,openssl,ICVul,21,9,30
1044b43637fa7f70fb19b93593777b78bd20da86,VFC,https://github.com/vadz/libtiff,libtiff,ICVul,29,6,35
104870608fde3c698483fdef6b97f093fc15685d,VFC,https://github.com/capnproto/capnproto,capnproto,ICVul,11,0,11
104c307147ad379617472dd91a5bcb368d72bd6d,VFC,https://github.com/torvalds/linux,linux,ICVul,5,0,5
10517e3ff0e609697eb8cde60ec8dc999ee5ea24,VFC,https://github.com/radareorg/radare2,radare2,ICVul,13,9,22
10622ba36bb3910c151348f1569f039ecdd8786f,VFC,https://github.com/mz-automation/libiec61850,libiec61850,ICVul,103,25,128
10658dc5439db429af0088295a051c53925a4416,VFC,https://github.com/kennylevinsen/seatd,seatd,ICVul,5,13,18
106d8f4fb89335a2c52d7c895b7a7485465ca8d9,VFC,https://github.com/tensorflow/tensorflow,tensorflow,ICVul,7,0,7
